user_id,POI_id,POI_catid,POI_catid_code,POI_catname,latitude,longitude,timezone,UTC_time,local_time,day_of_week,norm_in_day_time,trajectory_id,norm_day_shift,norm_relative_time
470,49bbd6c0f964a520f4531fe3,4bf58dd8d48988d127951735,75,Arts & Crafts Store,40.719810375488535,-74.00258103213994,-240,2012-04-03 18:00:09+00:00,2012-04-03 14:00:09+00:00,1,0.5833333333333334,470_1,0,0.5833333333333334
428,4ce1863bc4f6a35d8bd2db6c,4bf58dd8d48988d103941735,6,Home (private),40.61915106755737,-74.03588760058483,-240,2012-04-03 18:06:18+00:00,2012-04-03 14:06:18+00:00,1,0.5833333333333334,428_1,0,0.5833333333333334
116,4c0ab56f7e3fc9288c1df482,4f04afc02fb6e1c99f3db0bc,362,Mobile Phone Shop,40.741190550641626,-73.98966309787518,-240,2012-04-03 18:09:29+00:00,2012-04-03 14:09:29+00:00,1,0.5833333333333334,116_1,0,0.5833333333333334
230,3fd66200f964a52035e41ee3,4bf58dd8d48988d1e5931735,263,Music Venue,40.73169799836348,-73.98922693741638,-240,2012-04-03 18:16:09+00:00,2012-04-03 14:16:09+00:00,1,0.5833333333333334,230_1,0,0.5833333333333334
1032,4bf5cedf4d5f20a1833d98fe,4bf58dd8d48988d1f9931735,299,Road,40.90105786688402,-74.1507625579834,-240,2012-04-03 18:18:54+00:00,2012-04-03 14:18:54+00:00,1,0.5833333333333334,1032_1,0,0.5833333333333334
751,49b15042f964a520d4521fe3,4bf58dd8d48988d1e0931735,253,Coffee Shop,40.727612,-74.007306,-240,2012-04-03 18:24:51+00:00,2012-04-03 14:24:51+00:00,1,0.5833333333333334,751_1,0,0.5833333333333334
318,4b093cd0f964a520db1423e3,4bf58dd8d48988d1fd931735,307,Subway,40.75099579556285,-73.99068832397461,-240,2012-04-03 18:36:56+00:00,2012-04-03 14:36:56+00:00,1,0.6041666666666666,318_1,0,0.6041666666666666
225,4b565676f964a520120c28e3,4bf58dd8d48988d1c9941735,232,Ice Cream Shop,40.725891,-73.79143081000001,-240,2012-04-03 19:01:28+00:00,2012-04-03 15:01:28+00:00,1,0.625,225_1,0,0.625
16,4459d2f1f964a520d7321fe3,4bf58dd8d48988d1ed931735,277,Airport,40.68968493541091,-74.17938709259033,-240,2012-04-03 19:33:58+00:00,2012-04-03 15:33:58+00:00,1,0.6458333333333334,16_1,0,0.6458333333333334
467,4a737bf8f964a52091dc1fe3,4bf58dd8d48988d12a951735,81,Train Station,40.707149,-73.99057,-240,2012-04-03 19:35:24+00:00,2012-04-03 15:35:24+00:00,1,0.6458333333333334,467_1,0,0.6458333333333334
669,41102700f964a520d60b1fe3,4bf58dd8d48988d1f6941735,294,Department Store,40.75061379403183,-73.98856401443481,-240,2012-04-03 19:36:57+00:00,2012-04-03 15:36:57+00:00,1,0.6458333333333334,669_1,0,0.6458333333333334
574,4c6b02f46d390f4717d3099a,4bf58dd8d48988d198941735,187,College Academic Building,40.73561850046403,-73.99721413850784,-240,2012-04-03 19:37:28+00:00,2012-04-03 15:37:28+00:00,1,0.6458333333333334,574_1,0,0.6458333333333334
436,4bc7afbc14d7952160ee67e9,4d1cf8421a97d635ce361c31,317,Tanning Salon,40.74434648174866,-73.99543065278503,-240,2012-04-03 19:38:16+00:00,2012-04-03 15:38:16+00:00,1,0.6458333333333334,436_1,0,0.6458333333333334
865,49e7c7c6f964a5201b651fe3,4bf58dd8d48988d1ae941735,208,University,40.71110949732056,-74.00504350662231,-240,2012-04-03 19:40:08+00:00,2012-04-03 15:40:08+00:00,1,0.6458333333333334,865_1,0,0.6458333333333334
783,4a888403f964a520bb0620e3,4bf58dd8d48988d175941735,156,Gym / Fitness Center,40.738949,-73.989828,-240,2012-04-03 19:47:43+00:00,2012-04-03 15:47:43+00:00,1,0.6458333333333334,783_1,0,0.6458333333333334
774,4f3ceffde4b0811223a089bb,4eb1bea83b7b6f98df247e06,347,Factory,40.76050365575564,-73.94384937087554,-240,2012-04-03 19:54:00+00:00,2012-04-03 15:54:00+00:00,1,0.6458333333333334,774_1,0,0.6458333333333334
877,4f194039e4b0cfc595e6ee11,4bf58dd8d48988d103941735,6,Home (private),40.612495623372205,-73.98887973002674,-240,2012-04-03 20:18:35+00:00,2012-04-03 16:18:35+00:00,1,0.6666666666666666,877_1,0,0.6666666666666666
669,4a1de847f964a520aa7b1fe3,4bf58dd8d48988d1c9941735,232,Ice Cream Shop,40.74763188753914,-73.98638613123016,-240,2012-04-03 20:26:09+00:00,2012-04-03 16:26:09+00:00,1,0.6666666666666666,669_1,0,0.6666666666666666
894,4d8faa2f1716a143f36050f7,4bf58dd8d48988d1f9931735,299,Road,40.69958070509618,-73.91140241689858,-240,2012-04-03 20:32:35+00:00,2012-04-03 16:32:35+00:00,1,0.6875,894_1,0,0.6875
598,4ecc046b0e61aaf0384f19c4,4bf58dd8d48988d1e0931735,253,Coffee Shop,40.73946479913673,-74.00265603689895,-240,2012-04-03 20:40:33+00:00,2012-04-03 16:40:33+00:00,1,0.6875,598_1,0,0.6875
195,4a9fb11cf964a520343d20e3,4bf58dd8d48988d1ae941735,208,University,40.81022009968992,-73.96047592163086,-240,2012-04-03 20:42:26+00:00,2012-04-03 16:42:26+00:00,1,0.6875,195_1,0,0.6875
669,4a69f764f964a5204bcc1fe3,4bf58dd8d48988d1bc941735,219,Cupcake Shop,40.7055407474374,-74.00825638391181,-240,2012-04-03 20:52:18+00:00,2012-04-03 16:52:18+00:00,1,0.6875,669_1,0,0.6875
