user_id,POI_id,POI_catid,POI_catid_code,POI_catname,latitude,longitude,timezone,UTC_time,local_time,day_of_week,norm_in_day_time,trajectory_id,norm_day_shift,norm_relative_time,trajectory_
150,3fd66200f964a520b6e71ee3,5032792091d4c4b30a586d5c,382,Concert Hall,40.76502267205817,-73.98019552230835,-240,2012-04-12 00:00:49+00:00,2012-04-11 20:00:49+00:00,2,0.8333333333333334,150_2,0,0.8333333333333334,150_1
150,4b0591e5f964a5204cdf22e3,4bf58dd8d48988d1f2931735,286,Performing Arts Venue,40.77114935894503,-73.98270606994629,-240,2012-04-12 01:53:23+00:00,2012-04-11 21:53:23+00:00,2,0.8958333333333334,150_2,0,0.8958333333333334,150_2
150,4a8951caf964a520df0720e3,4bf58dd8d48988d12b941735,82,Government Building,40.714167263011184,-74.00162100791931,-240,2012-04-12 17:11:15+00:00,2012-04-12 13:11:15+00:00,3,0.5416666666666666,150_2,1,1.5416666666666663,150_3
150,3fd66200f964a520b6e71ee3,5032792091d4c4b30a586d5c,382,Concert Hall,40.76502267205817,-73.98019552230835,-240,2012-04-12 23:44:22+00:00,2012-04-12 19:44:22+00:00,3,0.8125,150_2,1,1.8125,150_4
150,4a46c0b1f964a52065a91fe3,4bf58dd8d48988d17f941735,165,Movie Theater,40.809391811146064,-73.95174264907835,-240,2012-05-03 14:51:56+00:00,2012-05-03 10:51:56+00:00,3,0.4375,150_10,0,0.4375,150_5
150,3fd66200f964a520b6e71ee3,5032792091d4c4b30a586d5c,382,Concert Hall,40.76502267205817,-73.98019552230835,-240,2012-05-04 00:51:57+00:00,2012-05-03 20:51:57+00:00,3,0.8541666666666666,150_10,0,0.8541666666666666,150_6
150,4a07986bf964a52087731fe3,4bf58dd8d48988d137941735,99,Theater,40.72915008660072,-73.99201031279264,-240,2012-05-04 21:10:56+00:00,2012-05-04 17:10:56+00:00,4,0.7083333333333334,150_10,1,1.7083333333333337,150_7
150,43237380f964a520a6271fe3,5032792091d4c4b30a586d5c,382,Concert Hall,40.77308312955881,-73.98281335830688,-240,2012-05-06 00:02:56+00:00,2012-05-05 20:02:56+00:00,5,0.8333333333333334,150_11,0,0.8333333333333334,150_8
150,4a65bd5cf964a52095c71fe3,4bf58dd8d48988d1f2931735,286,Performing Arts Venue,40.729730414689584,-73.99755477905273,-240,2012-05-06 23:06:43+00:00,2012-05-06 19:06:43+00:00,6,0.7916666666666666,150_11,1,1.7916666666666663,150_9
150,42f00900f964a520b9261fe3,4bf58dd8d48988d17e941735,164,Movie Theater,40.7311979118086,-74.00157272815704,-240,2012-05-07 01:37:50+00:00,2012-05-06 21:37:50+00:00,6,0.8958333333333334,150_11,1,1.8958333333333333,150_10
150,4b464af8f964a520c01c26e3,4bf58dd8d48988d12f941735,89,Library,40.77322937882862,-73.98461580276489,-240,2012-05-10 16:34:16+00:00,2012-05-10 12:34:16+00:00,3,0.5208333333333334,150_12,0,0.5208333333333334,150_11
150,48e480eef964a52022521fe3,4bf58dd8d48988d136941735,98,Theater,40.772124376373135,-73.98369312286377,-240,2012-05-10 22:55:54+00:00,2012-05-10 18:55:54+00:00,3,0.7708333333333334,150_12,0,0.7708333333333334,150_12
150,3fd66200f964a52034e81ee3,4bf58dd8d48988d1c1941735,224,Mexican Restaurant,40.771142,-73.983464,-240,2012-05-11 02:58:57+00:00,2012-05-10 22:58:57+00:00,3,0.9375,150_12,0,0.9375,150_13
150,4b1e78c2f964a520461a24e3,4bf58dd8d48988d1fd931735,307,Subway,40.76799670467506,-73.98189067840576,-240,2012-05-22 13:08:10+00:00,2012-05-22 09:08:10+00:00,1,0.375,150_17,0,0.375,150_14
150,42911d00f964a520f5231fe3,4bf58dd8d48988d129951735,79,Train Station,40.750794799423865,-73.99357639021292,-240,2012-05-22 13:27:03+00:00,2012-05-22 09:27:03+00:00,1,0.375,150_17,0,0.375,150_15
150,42829c80f964a5206a221fe3,4bf58dd8d48988d129951735,79,Train Station,40.75280620914171,-73.97717535495758,-240,2012-05-22 14:32:05+00:00,2012-05-22 10:32:05+00:00,1,0.4375,150_17,0,0.4375,150_16
150,4b0591e5f964a5204cdf22e3,4bf58dd8d48988d1f2931735,286,Performing Arts Venue,40.77114935894503,-73.98270606994629,-240,2012-06-07 01:31:47+00:00,2012-06-06 21:31:47+00:00,2,0.8958333333333334,150_21,0,0.8958333333333334,150_17
150,48fa0ebef964a52050521fe3,4bf58dd8d48988d1f1931735,284,General Entertainment,40.72306982876064,-74.00795224900666,-240,2012-06-07 17:13:10+00:00,2012-06-07 13:13:10+00:00,3,0.5416666666666666,150_21,1,1.5416666666666663,150_18
150,4b0591e5f964a5204cdf22e3,4bf58dd8d48988d1f2931735,286,Performing Arts Venue,40.77114935894503,-73.98270606994629,-240,2012-06-07 17:14:12+00:00,2012-06-07 13:14:12+00:00,3,0.5416666666666666,150_21,1,1.5416666666666663,150_19
150,4b0591e5f964a5204cdf22e3,4bf58dd8d48988d1f2931735,286,Performing Arts Venue,40.77114935894503,-73.98270606994629,-240,2012-06-08 00:23:48+00:00,2012-06-07 20:23:48+00:00,3,0.8333333333333334,150_21,1,1.8333333333333333,150_20
150,4c041c9d39d476b0dc0b31a7,4bf58dd8d48988d1c9941735,232,Ice Cream Shop,40.77228190441559,-73.98311484779973,-240,2012-06-11 16:49:06+00:00,2012-06-11 12:49:06+00:00,0,0.5208333333333334,150_22,0,0.5208333333333334,150_21
150,4b0591e5f964a5204cdf22e3,4bf58dd8d48988d1f2931735,286,Performing Arts Venue,40.77114935894503,-73.98270606994629,-240,2012-06-11 16:50:22+00:00,2012-06-11 12:50:22+00:00,0,0.5208333333333334,150_22,0,0.5208333333333334,150_22
150,4a27d838f964a5208b911fe3,4bf58dd8d48988d134941735,96,Performing Arts Venue,40.74583423860072,-73.99327860034312,-240,2012-06-11 22:58:21+00:00,2012-06-11 18:58:21+00:00,0,0.7708333333333334,150_22,0,0.7708333333333334,150_23
150,40afe980f964a5203bf31ee3,4bf58dd8d48988d180941735,166,Movie Theater,40.75699098241037,-73.98872764725327,-240,2012-06-13 01:55:42+00:00,2012-06-12 21:55:42+00:00,1,0.8958333333333334,150_23,0,0.8958333333333334,150_24
150,4b0591e5f964a5204cdf22e3,4bf58dd8d48988d1f2931735,286,Performing Arts Venue,40.77114935894503,-73.98270606994629,-240,2012-06-14 00:29:39+00:00,2012-06-13 20:29:39+00:00,2,0.8333333333333334,150_23,1,1.8333333333333333,150_25
150,4b0591e5f964a5204cdf22e3,4bf58dd8d48988d1f2931735,286,Performing Arts Venue,40.77114935894503,-73.98270606994629,-240,2012-06-14 05:14:20+00:00,2012-06-14 01:14:20+00:00,3,0.0416666666666666,150_23,2,2.0416666666666665,150_26
150,4c041c9d39d476b0dc0b31a7,4bf58dd8d48988d1c9941735,232,Ice Cream Shop,40.77228190441559,-73.98311484779973,-240,2012-06-17 00:47:52+00:00,2012-06-16 20:47:52+00:00,5,0.8541666666666666,150_24,0,0.8541666666666666,150_27
150,49e17f24f964a520d1611fe3,4bf58dd8d48988d180941735,166,Movie Theater,40.77468600154588,-73.9820645818322,-240,2012-06-17 16:39:48+00:00,2012-06-17 12:39:48+00:00,6,0.5208333333333334,150_24,1,1.5208333333333337,150_28
150,3fd66200f964a520f7e51ee3,4bf58dd8d48988d1e5931735,263,Music Venue,40.729297381123935,-73.99183240753338,-240,2012-06-17 23:04:30+00:00,2012-06-17 19:04:30+00:00,6,0.7916666666666666,150_24,1,1.7916666666666663,150_29
150,4c041c9d39d476b0dc0b31a7,4bf58dd8d48988d1c9941735,232,Ice Cream Shop,40.77228190441559,-73.98311484779973,-240,2012-06-18 08:49:45+00:00,2012-06-18 04:49:45+00:00,0,0.1875,150_24,2,2.1875,150_30
150,49c64842f964a5202e571fe3,4bf58dd8d48988d164941735,140,Plaza,40.76803326982161,-73.98186922073364,-240,2012-06-27 02:00:04+00:00,2012-06-26 22:00:04+00:00,1,0.9166666666666666,150_26,0,0.9166666666666666,150_31
150,42f00900f964a520b9261fe3,4bf58dd8d48988d17e941735,164,Movie Theater,40.7311979118086,-74.00157272815704,-240,2012-06-27 02:00:57+00:00,2012-06-26 22:00:57+00:00,1,0.9166666666666666,150_26,0,0.9166666666666666,150_32
150,49c64842f964a5202e571fe3,4bf58dd8d48988d164941735,140,Plaza,40.76803326982161,-73.98186922073364,-240,2012-06-27 04:31:53+00:00,2012-06-27 00:31:53+00:00,2,0.0208333333333333,150_26,1,1.0208333333333333,150_33
